cap_uF,esr_mohm,tau_ms,v_esr_drop,v_cap_drop,vmin_v,regulator_current_peak_a,pass_3p4v
1000,100,0.1,0.2,0.08258175532508799,3.7174182446749118,2.999868340203689,True
1000,100,0.2,0.2,0.1661087806324454,3.6338912193675545,2.980459953702652,True
1000,100,0.5,0.2,0.41669517723005334,3.3833048227699463,2.607527678613823,False
1000,100,1.0,0.2,0.8322331985549806,2.9677668014450194,1.9331496206028174,False
1000,150,0.05,0.3,0.04081942720297855,3.6591805727970215,2.9999999940226547,True
1000,150,0.1,0.3,0.08258175532508799,3.617418244674912,2.999868340203689,True
1000,150,0.2,0.3,0.1661087806324454,3.533891219367555,2.980459953702652,True
1000,150,0.5,0.3,0.41669517723005334,3.2833048227699466,2.607527678613823,False
1000,150,1.0,0.3,0.8322331985549806,2.8677668014450197,1.9331496206028174,False
2200,5,0.05,0.01,0.01855428509226298,3.971445714907737,2.9999999940226547,True
2200,5,0.1,0.01,0.03753716151140364,3.9524628384885965,2.999868340203689,True
2200,5,0.2,0.01,0.07550399119656612,3.914496008803434,2.980459953702652,True
2200,5,0.5,0.01,0.18940689874093336,3.800593101259067,2.607527678613823,True
2200,5,1.0,0.01,0.3782878175249912,3.611712182475009,1.9331496206028174,True
2200,10,0.05,0.02,0.01855428509226298,3.961445714907737,2.9999999940226547,True
2200,10,0.1,0.02,0.03753716151140364,3.9424628384885962,2.999868340203689,True
2200,10,0.2,0.02,0.07550399119656612,3.904496008803434,2.980459953702652,True
2200,10,0.5,0.02,0.18940689874093336,3.790593101259067,2.607527678613823,True
2200,10,1.0,0.02,0.3782878175249912,3.601712182475009,1.9331496206028174,True
2200,20,0.05,0.04,0.01855428509226298,3.941445714907737,2.9999999940226547,True
2200,20,0.1,0.04,0.03753716151140364,3.9224628384885962,2.999868340203689,True
2200,20,0.2,0.04,0.07550399119656612,3.884496008803434,2.980459953702652,True
2200,20,0.5,0.04,0.18940689874093336,3.7705931012590668,2.607527678613823,True
2200,20,1.0,0.04,0.3782878175249912,3.581712182475009,1.9331496206028174,True
2200,30,0.05,0.06,0.01855428509226298,3.921445714907737,2.9999999940226547,True
2200,30,0.1,0.06,0.03753716151140364,3.902462838488596,2.999868340203689,True
2200,30,0.2,0.06,0.07550399119656612,3.864496008803434,2.980459953702652,True
2200,30,0.5,0.06,0.18940689874093336,3.7505931012590668,2.607527678613823,True
2200,30,1.0,0.06,0.3782878175249912,3.561712182475009,1.9331496206028174,True
