battery_oc_v,efficiency,source_r_ohm,bms_limit_a,input_current_a,source_sag_v,battery_terminal_v,current_margin_a,bms_pass,voltage_margin_to_6v_cutoff_v
6.0,0.9,0.2,3.0,2.896296296296296,0.5792592592592593,5.420740740740741,0.10370370370370408,True,-0.5792592592592589
6.0,0.9,0.2,4.0,2.896296296296296,0.5792592592592593,5.420740740740741,1.103703703703704,True,-0.5792592592592589
6.0,0.9,0.2,5.0,2.896296296296296,0.5792592592592593,5.420740740740741,2.103703703703704,True,-0.5792592592592589
6.0,0.9,0.2,6.0,2.896296296296296,0.5792592592592593,5.420740740740741,3.103703703703704,True,-0.5792592592592589
6.0,0.9,0.25,3.0,2.896296296296296,0.724074074074074,5.275925925925926,0.10370370370370408,True,-0.7240740740740739
6.0,0.9,0.25,4.0,2.896296296296296,0.724074074074074,5.275925925925926,1.103703703703704,True,-0.7240740740740739
6.0,0.9,0.25,5.0,2.896296296296296,0.724074074074074,5.275925925925926,2.103703703703704,True,-0.7240740740740739
6.0,0.9,0.25,6.0,2.896296296296296,0.724074074074074,5.275925925925926,3.103703703703704,True,-0.7240740740740739
6.0,0.95,0.05,3.0,2.743859649122807,0.13719298245614037,5.86280701754386,0.2561403508771929,True,-0.1371929824561402
6.0,0.95,0.05,4.0,2.743859649122807,0.13719298245614037,5.86280701754386,1.256140350877193,True,-0.1371929824561402
6.0,0.95,0.05,5.0,2.743859649122807,0.13719298245614037,5.86280701754386,2.256140350877193,True,-0.1371929824561402
6.0,0.95,0.05,6.0,2.743859649122807,0.13719298245614037,5.86280701754386,3.256140350877193,True,-0.1371929824561402
6.0,0.95,0.1,3.0,2.743859649122807,0.27438596491228073,5.72561403508772,0.2561403508771929,True,-0.2743859649122804
6.0,0.95,0.1,4.0,2.743859649122807,0.27438596491228073,5.72561403508772,1.256140350877193,True,-0.2743859649122804
6.0,0.95,0.1,5.0,2.743859649122807,0.27438596491228073,5.72561403508772,2.256140350877193,True,-0.2743859649122804
6.0,0.95,0.1,6.0,2.743859649122807,0.27438596491228073,5.72561403508772,3.256140350877193,True,-0.2743859649122804
6.0,0.95,0.15,3.0,2.743859649122807,0.41157894736842104,5.588421052631579,0.2561403508771929,True,-0.4115789473684206
